               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  42,            0.017932,            0.011386,           0.0039863,             0.89465,             0.91427,             0.96308,             0.81789,            0.013546,            0.007367,           0.0030252,            0.008647,            0.008647,            0.008647
                  43,             0.01714,            0.011106,           0.0040688,             0.91027,              0.8981,             0.95071,             0.79274,            0.015069,           0.0094751,           0.0036693,            0.008614,            0.008614,            0.008614
                  44,            0.017183,             0.01115,           0.0035916,             0.88907,             0.98439,             0.97827,             0.83872,            0.013924,           0.0073902,           0.0023886,            0.008581,            0.008581,            0.008581
                  45,            0.017152,            0.010923,           0.0035836,             0.89528,              0.9196,             0.97311,             0.80361,            0.014432,           0.0079084,           0.0028868,            0.008548,            0.008548,            0.008548
                  46,            0.017338,            0.011073,           0.0036318,             0.90547,             0.89323,             0.95599,             0.79549,            0.015125,           0.0093358,           0.0027729,            0.008515,            0.008515,            0.008515
                  47,             0.01695,            0.011029,           0.0037997,             0.77683,             0.81762,             0.86682,             0.64485,             0.02468,            0.014078,           0.0077778,            0.008482,            0.008482,            0.008482
                  48,            0.016832,            0.011071,           0.0033914,             0.91711,             0.92917,             0.97395,             0.83328,            0.012892,            0.007195,           0.0021047,            0.008449,            0.008449,            0.008449
                  49,             0.01643,            0.010935,           0.0033433,              0.8896,             0.95802,             0.96212,             0.82037,            0.013053,           0.0075295,           0.0022522,            0.008416,            0.008416,            0.008416
                  50,             0.01653,            0.010906,           0.0034783,             0.90872,             0.94109,             0.96593,             0.82098,            0.014443,           0.0079734,           0.0025957,            0.008383,            0.008383,            0.008383
                  51,            0.016745,            0.011042,           0.0032362,             0.89117,             0.89647,             0.95509,             0.76593,            0.014894,           0.0083312,           0.0041897,             0.00835,             0.00835,             0.00835
                  52,            0.016236,            0.010644,           0.0036857,             0.84538,             0.88115,             0.92802,             0.76569,            0.017027,            0.010412,           0.0035813,            0.008317,            0.008317,            0.008317
                  53,            0.016537,            0.010692,           0.0033556,             0.90979,             0.93921,             0.97604,             0.82676,            0.013542,           0.0070387,           0.0023513,            0.008284,            0.008284,            0.008284
                  54,            0.016474,            0.010742,           0.0036634,             0.89642,             0.94563,             0.96891,              0.8096,            0.013149,           0.0076151,           0.0024362,            0.008251,            0.008251,            0.008251
