               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  72,            0.015153,           0.0081552,           0.0022125,             0.93091,             0.95617,             0.97429,             0.85084,            0.012345,           0.0066522,           0.0038355,            0.007657,            0.007657,            0.007657
                  73,            0.015375,           0.0084975,            0.001953,             0.94586,             0.95309,             0.97669,             0.85442,            0.012114,           0.0065755,           0.0035727,            0.007624,            0.007624,            0.007624
                  74,            0.014935,           0.0083254,           0.0018808,             0.91189,             0.97758,             0.97761,             0.86187,             0.01195,           0.0068694,           0.0031521,            0.007591,            0.007591,            0.007591
                  75,            0.014768,           0.0084036,           0.0020567,             0.94102,             0.94414,             0.97277,             0.85341,              0.0118,           0.0066558,            0.003572,            0.007558,            0.007558,            0.007558
                  76,            0.014827,           0.0081068,           0.0019639,             0.90693,             0.97912,             0.97745,             0.85769,            0.012408,           0.0070038,           0.0030677,            0.007525,            0.007525,            0.007525
                  77,            0.015308,            0.008252,           0.0019787,             0.92065,             0.97259,             0.96909,             0.85739,             0.01167,           0.0071814,           0.0031825,            0.007492,            0.007492,            0.007492
                  78,            0.014622,           0.0080343,           0.0017949,             0.90961,             0.97081,              0.9753,             0.86058,            0.011197,            0.006953,           0.0039066,            0.007459,            0.007459,            0.007459
                  79,            0.014896,           0.0082119,           0.0018207,             0.92487,             0.97029,              0.9742,             0.86233,            0.011741,           0.0068861,           0.0032388,            0.007426,            0.007426,            0.007426
                  80,            0.014406,            0.008083,           0.0017756,             0.93263,             0.96895,             0.97832,             0.86402,            0.011402,           0.0064797,           0.0031918,            0.007393,            0.007393,            0.007393
                  81,            0.014289,           0.0081096,           0.0020988,             0.93006,              0.9674,             0.97951,             0.86644,             0.01174,           0.0067275,           0.0031836,             0.00736,             0.00736,             0.00736
                  82,            0.014542,           0.0080831,           0.0018682,             0.95307,             0.93055,             0.97281,             0.85343,            0.011745,           0.0067332,           0.0032998,            0.007327,            0.007327,            0.007327
                  83,            0.014653,           0.0080022,           0.0016053,             0.92964,             0.98127,             0.98186,             0.86414,            0.011568,           0.0066216,           0.0031162,            0.007294,            0.007294,            0.007294
                  84,            0.014615,           0.0083031,           0.0018367,             0.92642,             0.96233,             0.98066,             0.86866,            0.011809,           0.0067607,           0.0031423,            0.007261,            0.007261,            0.007261
                  85,             0.01453,           0.0081266,            0.001658,             0.92672,               0.974,             0.97099,             0.85566,            0.011613,           0.0063328,            0.003861,            0.007228,            0.007228,            0.007228
                  86,            0.014444,           0.0080193,           0.0017424,             0.93665,             0.95355,             0.97768,             0.86723,            0.011194,            0.006537,            0.003228,            0.007195,            0.007195,            0.007195
                  87,            0.014497,           0.0080545,           0.0018144,             0.91335,             0.96226,             0.96963,             0.85729,            0.011456,           0.0070896,           0.0034991,            0.007162,            0.007162,            0.007162
                  88,            0.014363,           0.0079954,           0.0017618,             0.92442,             0.96714,             0.97722,             0.86638,            0.011664,           0.0067562,           0.0030971,            0.007129,            0.007129,            0.007129
                  89,            0.014302,           0.0078707,           0.0017094,             0.93317,              0.9432,             0.96553,             0.85638,            0.011311,           0.0067743,           0.0030674,            0.007096,            0.007096,            0.007096
                  90,             0.01424,           0.0080583,           0.0016537,             0.92245,             0.96512,             0.97492,             0.85951,             0.01181,           0.0067376,           0.0030368,            0.007063,            0.007063,            0.007063
                  91,            0.014087,           0.0079753,           0.0017124,             0.93241,             0.95887,             0.97246,             0.85283,            0.011643,           0.0067279,           0.0033151,             0.00703,             0.00703,             0.00703
                  92,            0.014306,           0.0080494,           0.0015547,             0.93991,             0.95653,             0.97566,             0.85839,            0.011588,           0.0066018,           0.0031625,            0.006997,            0.006997,            0.006997
                  93,            0.014048,            0.007974,           0.0018566,             0.92079,             0.98025,             0.97634,              0.8589,            0.011319,           0.0065007,           0.0035495,            0.006964,            0.006964,            0.006964
                  94,            0.013997,           0.0079514,           0.0015483,             0.93409,             0.96147,             0.97581,             0.86181,            0.011456,           0.0063939,            0.003533,            0.006931,            0.006931,            0.006931
                  95,             0.01388,           0.0079854,           0.0016903,             0.94894,             0.95088,             0.97789,             0.86481,            0.011487,           0.0066088,           0.0033884,            0.006898,            0.006898,            0.006898
                  96,            0.014115,           0.0079629,           0.0017832,             0.93448,             0.97397,             0.98207,             0.87444,             0.01154,           0.0062697,           0.0031761,            0.006865,            0.006865,            0.006865
                  97,            0.013379,           0.0076287,           0.0014701,              0.9236,             0.97929,             0.97916,             0.86419,            0.011913,             0.00647,           0.0031796,            0.006832,            0.006832,            0.006832
                  98,            0.013543,           0.0079891,           0.0014917,             0.91686,             0.98304,             0.97582,             0.86994,            0.011377,            0.006507,           0.0031817,            0.006799,            0.006799,            0.006799
                  99,            0.013836,           0.0080268,           0.0015304,             0.92078,             0.97717,              0.9589,             0.84669,             0.01137,           0.0064833,           0.0036218,            0.006766,            0.006766,            0.006766
                 100,            0.013597,           0.0076721,           0.0015799,             0.91356,             0.98006,             0.97222,             0.86571,            0.011369,            0.006658,           0.0029826,            0.006733,            0.006733,            0.006733
                 101,            0.013645,           0.0078201,           0.0014769,             0.93126,             0.96039,             0.97292,             0.86994,            0.011602,           0.0062644,           0.0031777,              0.0067,              0.0067,              0.0067
                 102,            0.013684,           0.0077422,           0.0014369,             0.94132,             0.97667,             0.97781,             0.86927,             0.01121,           0.0063866,           0.0031879,            0.006667,            0.006667,            0.006667
                 103,            0.013451,           0.0075776,           0.0015246,             0.93503,             0.97865,             0.97735,             0.86415,             0.01122,           0.0062878,           0.0031187,            0.006634,            0.006634,            0.006634
                 104,            0.013683,           0.0077227,           0.0013368,             0.93471,             0.97053,             0.97294,             0.86655,            0.011522,           0.0065978,           0.0030914,            0.006601,            0.006601,            0.006601
                 105,            0.013655,           0.0076133,           0.0013769,             0.91419,             0.97451,             0.96075,             0.85215,             0.01104,           0.0064353,           0.0032291,            0.006568,            0.006568,            0.006568
                 106,            0.013698,           0.0076403,           0.0019681,              0.9113,             0.98186,             0.97291,             0.86326,            0.011183,           0.0067372,           0.0032623,            0.006535,            0.006535,            0.006535
                 107,            0.013311,           0.0078425,           0.0015041,             0.92806,             0.95969,             0.97391,             0.86392,            0.011626,           0.0068645,           0.0034857,            0.006502,            0.006502,            0.006502
                 108,            0.013271,           0.0075674,           0.0014988,             0.93793,             0.97274,             0.97774,             0.87386,            0.011273,           0.0066735,           0.0035129,            0.006469,            0.006469,            0.006469
                 109,            0.013458,           0.0077636,           0.0015945,              0.9507,             0.97428,              0.9793,             0.87436,             0.01132,           0.0063148,           0.0035884,            0.006436,            0.006436,            0.006436
                 110,            0.013213,           0.0076513,           0.0015084,             0.92677,             0.97337,             0.97407,             0.86609,            0.011407,           0.0063131,           0.0036109,            0.006403,            0.006403,            0.006403
                 111,             0.01337,           0.0078259,            0.001456,             0.91701,             0.97224,             0.97519,             0.86981,             0.01148,           0.0065701,           0.0040338,             0.00637,             0.00637,             0.00637
                 112,            0.013423,           0.0075102,           0.0015058,             0.91168,               0.978,             0.96841,             0.86624,            0.011047,           0.0067085,           0.0036013,            0.006337,            0.006337,            0.006337
                 113,            0.013101,           0.0074495,           0.0014052,             0.92409,             0.98052,             0.97369,             0.87211,            0.011018,           0.0065064,           0.0033898,            0.006304,            0.006304,            0.006304
                 114,            0.013095,           0.0073274,           0.0015313,             0.91528,             0.97919,              0.9672,             0.85884,            0.011385,           0.0067312,           0.0037207,            0.006271,            0.006271,            0.006271
                 115,            0.012914,           0.0076649,           0.0013482,             0.92304,             0.96729,             0.97028,             0.86473,            0.011292,           0.0067565,           0.0037086,            0.006238,            0.006238,            0.006238
                 116,            0.013345,            0.007678,           0.0014852,             0.90797,              0.9806,             0.96922,             0.86829,            0.011231,           0.0067767,           0.0033057,            0.006205,            0.006205,            0.006205
                 117,            0.013123,           0.0073753,           0.0016595,              0.9346,              0.9437,             0.97813,             0.87281,            0.011075,           0.0069183,           0.0032833,            0.006172,            0.006172,            0.006172
                 118,            0.012729,           0.0074175,           0.0016298,             0.92816,             0.96235,             0.97306,             0.87068,            0.011277,           0.0068668,           0.0032858,            0.006139,            0.006139,            0.006139
                 119,            0.013247,           0.0075028,           0.0016214,             0.93993,             0.94405,             0.95574,             0.85022,            0.011244,           0.0071343,           0.0031858,            0.006106,            0.006106,            0.006106
                 120,            0.013046,           0.0074638,           0.0013853,             0.92626,             0.96518,             0.97149,             0.87235,            0.010834,           0.0063467,           0.0033187,            0.006073,            0.006073,            0.006073
                 121,            0.012774,           0.0074353,           0.0012526,             0.93483,             0.96046,             0.96521,             0.85837,            0.010947,           0.0066187,           0.0034999,             0.00604,             0.00604,             0.00604
                 122,            0.012819,           0.0072447,           0.0014929,             0.91469,             0.97254,             0.97527,             0.87469,            0.010956,           0.0065709,           0.0032079,            0.006007,            0.006007,            0.006007
                 123,             0.01268,           0.0072606,           0.0013594,             0.92213,             0.97068,             0.97034,             0.86048,            0.011176,           0.0067861,           0.0031657,            0.005974,            0.005974,            0.005974
                 124,            0.013103,           0.0076018,           0.0012539,             0.93518,             0.97576,             0.97263,             0.87262,            0.010695,           0.0064102,           0.0030288,            0.005941,            0.005941,            0.005941
                 125,              0.0129,           0.0074497,           0.0014638,             0.94804,             0.95712,             0.97752,             0.87837,            0.010899,           0.0063868,           0.0032223,            0.005908,            0.005908,            0.005908
                 126,             0.01269,           0.0074545,           0.0013411,             0.92085,              0.9786,             0.97692,             0.87611,            0.010861,           0.0064881,           0.0030509,            0.005875,            0.005875,            0.005875
                 127,            0.012794,           0.0074746,           0.0012864,             0.95248,             0.95226,             0.98119,             0.88247,            0.010826,           0.0063785,            0.003121,            0.005842,            0.005842,            0.005842
                 128,            0.012998,           0.0074533,           0.0014757,             0.94726,             0.95209,             0.97508,             0.87893,            0.010714,           0.0063955,           0.0035547,            0.005809,            0.005809,            0.005809
                 129,            0.012474,           0.0074542,           0.0013288,             0.92892,             0.96775,             0.97494,              0.8796,            0.010685,           0.0065107,           0.0031631,            0.005776,            0.005776,            0.005776
                 130,            0.012612,           0.0073539,           0.0013064,             0.93467,              0.9597,             0.97574,             0.87141,            0.011115,           0.0065287,           0.0032374,            0.005743,            0.005743,            0.005743
                 131,            0.012262,           0.0071227,           0.0014352,             0.92642,             0.95964,             0.97183,             0.87719,            0.010538,           0.0065997,           0.0030126,             0.00571,             0.00571,             0.00571
                 132,            0.012568,           0.0072159,           0.0012591,             0.94306,             0.94657,             0.97595,             0.87897,            0.010713,           0.0065812,           0.0032548,            0.005677,            0.005677,            0.005677
                 133,            0.012386,           0.0071997,           0.0013828,             0.93601,             0.95362,             0.97778,             0.88071,            0.010755,           0.0065758,           0.0035641,            0.005644,            0.005644,            0.005644
                 134,            0.012362,           0.0070013,           0.0012998,             0.94279,             0.94741,             0.97723,             0.87855,            0.010966,            0.006495,           0.0038072,            0.005611,            0.005611,            0.005611
                 135,            0.012567,           0.0073152,           0.0012715,             0.91513,             0.95846,             0.96936,             0.86692,            0.010657,           0.0064046,           0.0037962,            0.005578,            0.005578,            0.005578
                 136,            0.012268,           0.0070674,           0.0012299,             0.94216,             0.95978,             0.97392,             0.87749,            0.010801,           0.0064647,           0.0035927,            0.005545,            0.005545,            0.005545
                 137,            0.012241,           0.0073227,           0.0010306,             0.91294,             0.98327,             0.97395,              0.8762,            0.010682,           0.0062478,           0.0033899,            0.005512,            0.005512,            0.005512
                 138,            0.012324,              0.0073,          0.00097934,             0.91744,             0.97826,             0.97478,             0.87305,            0.010778,           0.0065311,           0.0033668,            0.005479,            0.005479,            0.005479
                 139,            0.012001,            0.007063,           0.0011461,               0.917,             0.96866,             0.97424,             0.87494,            0.010454,           0.0064179,           0.0035256,            0.005446,            0.005446,            0.005446
                 140,             0.01236,           0.0073183,           0.0010078,             0.91747,             0.98524,             0.97441,             0.87899,            0.010598,           0.0065777,           0.0031233,            0.005413,            0.005413,            0.005413
                 141,            0.011998,           0.0071581,           0.0012552,              0.9372,             0.95762,             0.97796,              0.8787,            0.010783,           0.0068057,           0.0031431,             0.00538,             0.00538,             0.00538
                 142,            0.011854,           0.0071593,           0.0012095,             0.93445,              0.9839,             0.98159,             0.87737,            0.010593,           0.0062517,           0.0029343,            0.005347,            0.005347,            0.005347
                 143,            0.011894,           0.0069506,           0.0012089,             0.92046,              0.9811,             0.97612,             0.88276,             0.01063,           0.0064968,           0.0033291,            0.005314,            0.005314,            0.005314
                 144,            0.012256,           0.0069614,           0.0013799,             0.92634,             0.97572,             0.97491,             0.87289,            0.010681,           0.0066901,           0.0031924,            0.005281,            0.005281,            0.005281
                 145,            0.012252,           0.0071008,           0.0012357,             0.92828,             0.97472,             0.97786,             0.87443,            0.010603,           0.0064915,           0.0030836,            0.005248,            0.005248,            0.005248
                 146,            0.012301,            0.007101,           0.0010689,             0.94397,             0.95745,             0.97634,             0.87375,            0.010598,           0.0064682,           0.0030653,            0.005215,            0.005215,            0.005215
                 147,            0.012126,           0.0070607,           0.0010433,             0.91507,             0.98647,             0.97395,             0.87516,             0.01059,           0.0064559,           0.0032825,            0.005182,            0.005182,            0.005182
                 148,            0.011769,           0.0070462,           0.0010587,             0.91476,             0.97765,             0.97516,             0.87549,            0.010611,            0.006427,            0.003129,            0.005149,            0.005149,            0.005149
                 149,            0.011911,           0.0070539,           0.0011061,               0.932,             0.97568,             0.97478,             0.87413,            0.010522,           0.0064374,           0.0030654,            0.005116,            0.005116,            0.005116
                 150,            0.011874,           0.0070556,           0.0011651,              0.9246,             0.96644,             0.97288,             0.87818,            0.010473,           0.0064727,           0.0031173,            0.005083,            0.005083,            0.005083
                 151,            0.011899,           0.0068509,           0.0012499,             0.92305,             0.96751,             0.97464,             0.87613,            0.010511,           0.0064874,           0.0034403,             0.00505,             0.00505,             0.00505
                 152,            0.011867,           0.0069126,           0.0012381,             0.93017,             0.97727,             0.96934,             0.87558,            0.010643,           0.0065376,           0.0031894,            0.005017,            0.005017,            0.005017
                 153,            0.011831,           0.0072419,           0.0011175,             0.91024,             0.98041,             0.97607,             0.87595,             0.01067,           0.0065691,           0.0030792,            0.004984,            0.004984,            0.004984
                 154,            0.011862,             0.00691,           0.0010871,             0.94118,             0.95371,             0.97935,             0.88611,            0.010821,           0.0062735,           0.0031415,            0.004951,            0.004951,            0.004951
                 155,            0.011554,           0.0069787,           0.0010477,              0.9443,             0.95639,             0.97671,             0.88045,            0.010837,           0.0064858,           0.0032579,            0.004918,            0.004918,            0.004918
                 156,            0.011341,           0.0067021,          0.00098208,             0.91772,             0.98254,             0.96596,             0.86821,            0.010709,           0.0065414,           0.0030875,            0.004885,            0.004885,            0.004885
                 157,            0.011796,           0.0067885,              0.0012,              0.9435,             0.96101,             0.97834,             0.88295,            0.010894,           0.0064828,           0.0029914,            0.004852,            0.004852,            0.004852
                 158,            0.011431,           0.0067992,           0.0010886,             0.93399,             0.97284,             0.97383,             0.87478,            0.010821,           0.0067569,           0.0030587,            0.004819,            0.004819,            0.004819
                 159,              0.0114,           0.0068533,          0.00099116,             0.90458,             0.98173,             0.97472,             0.87878,            0.010618,           0.0065542,           0.0033114,            0.004786,            0.004786,            0.004786
                 160,            0.011526,           0.0068401,          0.00098151,             0.92203,             0.97426,              0.9625,             0.86793,            0.010682,           0.0065703,           0.0032936,            0.004753,            0.004753,            0.004753
