               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.017947,           0.0092719,           0.0030119,             0.93451,              0.9664,             0.97993,             0.83463,            0.013456,           0.0063663,           0.0029095,            0.008845,            0.008845,            0.008845
                  37,            0.017509,           0.0094115,           0.0031275,             0.92189,             0.96386,             0.96314,             0.83058,             0.01292,           0.0063454,           0.0034213,            0.008812,            0.008812,            0.008812
                  38,            0.017346,           0.0091832,           0.0031995,             0.88765,             0.97058,             0.96885,             0.83788,            0.013076,           0.0067124,           0.0029741,            0.008779,            0.008779,            0.008779
                  39,            0.017017,           0.0090293,           0.0030992,              0.9431,             0.94495,             0.96557,             0.84284,            0.012499,           0.0062923,            0.003635,            0.008746,            0.008746,            0.008746
                  40,            0.017073,           0.0090511,           0.0029876,             0.94944,             0.95583,             0.97357,             0.85727,            0.012482,           0.0066189,           0.0032789,            0.008713,            0.008713,            0.008713
                  41,            0.017472,           0.0091557,           0.0031362,             0.94987,             0.95944,             0.97301,             0.83704,            0.013441,           0.0067219,            0.002907,             0.00868,             0.00868,             0.00868
                  42,            0.016769,            0.008958,            0.002881,             0.95083,             0.96799,             0.98095,             0.86778,            0.011746,           0.0062747,           0.0026808,            0.008647,            0.008647,            0.008647
                  43,            0.016978,           0.0088865,           0.0026815,             0.88515,             0.90679,             0.93799,              0.8051,            0.014644,            0.010441,           0.0097658,            0.008614,            0.008614,            0.008614
                  44,            0.016252,           0.0089268,           0.0028669,             0.93583,             0.94941,             0.97669,             0.85132,            0.012615,           0.0065135,           0.0028435,            0.008581,            0.008581,            0.008581
                  45,            0.016315,           0.0086091,           0.0028072,             0.93485,             0.93022,             0.95537,             0.82546,            0.013257,           0.0069842,           0.0036492,            0.008548,            0.008548,            0.008548
                  46,            0.016287,            0.008851,           0.0025745,             0.93603,             0.95433,             0.96812,             0.83759,            0.012481,           0.0068597,           0.0027631,            0.008515,            0.008515,            0.008515
                  47,            0.016707,           0.0087798,           0.0026326,             0.95141,             0.93969,             0.96651,             0.84697,            0.013306,           0.0072374,           0.0026209,            0.008482,            0.008482,            0.008482
                  48,             0.01618,           0.0087066,            0.002638,             0.92951,             0.93999,             0.95138,             0.81483,            0.013797,           0.0082947,           0.0028063,            0.008449,            0.008449,            0.008449
                  49,            0.015689,           0.0087712,           0.0022151,             0.92543,             0.96435,             0.96529,             0.84623,            0.012195,           0.0063642,             0.00273,            0.008416,            0.008416,            0.008416
